Time,Race,Kids_Category,Basket_colour,Shirt_Colour,Pants_Colour,Washer_No,Dryer_No,Day_of_Week,Basket_Size
Late Night,malay,toddler,purple,orange,blue,6,10,Wednesday,big
Afternoon,foreigner,toddler,grey,white,black,6,9,Thursday,big
Afternoon,malay,no_kids,red,pink,blue_jeans,4,7,Thursday,small
Evening,malay,toddler,red,red,black,6,8,Friday,small
Late Night,chinese,young,yellow,blue,purple,4,10,Thursday,small
Morning,malay,toddler,brown,grey,black,4,10,Saturday,small
Afternoon,indian,baby,purple,yellow,grey,6,10,Sunday,big
Afternoon,foreigner,toddler,yellow,blue,orange,5,10,Thursday,big
Afternoon,foreigner,young,pink,pink,brown,4,7,Sunday,small
Late Night,indian,no_kids,purple,pink,blue,3,7,Saturday,small
Evening,malay,baby,yellow,orange,blue,3,10,Monday,big
Late Night,chinese,baby,brown,red,purple,4,8,Saturday,big
Late Night,malay,young,white,purple,blue,4,10,Wednesday,big
Morning,malay,baby,brown,black,blue_jeans,6,9,Monday,small
Afternoon,foreigner,no_kids,white,red,green,4,10,Tuesday,big
Evening,foreigner,baby,yellow,pink,black,6,9,Tuesday,small
Early Morning,malay,no_kids,purple,brown,blue_jeans,3,10,Thursday,big
Afternoon,indian,toddler,red,blue,black,5,9,Saturday,small
Morning,indian,no_kids,pink,green,purple,5,10,Wednesday,small
Afternoon,chinese,young,orange,red,brown,5,9,Thursday,big
Evening,foreigner,baby,yellow,black,orange,6,9,Thursday,big
Evening,indian,no_kids,green,black,brown,4,7,Wednesday,small
Afternoon,chinese,toddler,blue,black,black,4,10,Saturday,big
Evening,foreigner,young,green,grey,blue,4,9,Thursday,big
Morning,chinese,baby,white,red,pink,3,8,Thursday,big
Late Night,chinese,toddler,green,grey,black,3,10,Friday,big
Afternoon,foreigner,no_kids,white,red,orange,6,10,Monday,small
Late Night,indian,young,purple,black,grey,3,7,Sunday,big
Afternoon,foreigner,young,white,white,black,6,7,Monday,big
Early Morning,indian,young,yellow,white,blue,4,10,Monday,big
Early Morning,malay,toddler,white,black,yellow,4,10,Sunday,big
Early Morning,malay,baby,white,black,black,3,9,Saturday,big
Morning,foreigner,no_kids,white,orange,yellow,6,10,Thursday,big
Morning,malay,no_kids,yellow,purple,yellow,5,8,Tuesday,small
Evening,indian,young,white,orange,blue,3,9,Saturday,small
Evening,malay,toddler,white,black,yellow,4,9,Tuesday,big
Late Night,chinese,no_kids,white,purple,pink,3,8,Thursday,big
Evening,indian,no_kids,purple,black,orange,6,8,Friday,small
Morning,foreigner,toddler,red,white,orange,3,10,Thursday,big
Evening,malay,baby,white,white,black,6,7,Sunday,big
Morning,malay,toddler,white,brown,red,5,7,Monday,small
Evening,foreigner,toddler,orange,orange,purple,5,10,Saturday,small
Early Morning,indian,toddler,red,orange,green,6,8,Wednesday,small
Late Night,malay,baby,green,purple,red,6,7,Sunday,big
Night,malay,no_kids,yellow,black,purple,6,7,Wednesday,small
Night,chinese,young,brown,red,red,4,8,Sunday,big
Early Morning,malay,toddler,orange,blue,red,4,10,Monday,big
Afternoon,chinese,young,yellow,black,red,5,8,Friday,big
Evening,chinese,toddler,yellow,grey,orange,6,7,Thursday,big
Night,chinese,baby,blue,green,yellow,5,8,Sunday,big
Afternoon,chinese,young,red,grey,yellow,6,8,Tuesday,small
Night,malay,toddler,yellow,pink,green,4,8,Tuesday,big
Afternoon,indian,toddler,black,purple,purple,5,7,Thursday,small
Late Night,malay,no_kids,brown,orange,black,5,7,Saturday,small
Morning,chinese,toddler,brown,purple,orange,6,10,Thursday,big
Evening,indian,toddler,white,orange,blue,4,8,Tuesday,small
Late Night,malay,baby,green,red,purple,6,9,Sunday,big
Evening,malay,baby,white,black,black,6,8,Tuesday,big
Afternoon,chinese,baby,blue,purple,pink,3,8,Thursday,big
Night,chinese,young,red,brown,black,6,7,Friday,big
Night,foreigner,toddler,brown,black,blue_jeans,4,9,Wednesday,big
Evening,foreigner,young,yellow,purple,grey,5,7,Tuesday,big
Evening,malay,no_kids,white,black,blue,6,10,Saturday,big
Evening,indian,no_kids,red,brown,blue,5,8,Friday,big
Afternoon,malay,young,pink,pink,blue,4,10,Saturday,small
Early Morning,malay,baby,purple,grey,black,6,9,Sunday,small
Morning,indian,toddler,orange,white,white,6,10,Monday,big
Morning,malay,baby,green,black,blue,4,7,Tuesday,small
Early Morning,malay,no_kids,white,black,grey,3,8,Monday,big
Late Night,chinese,no_kids,blue,purple,orange,3,8,Friday,big
Late Night,chinese,baby,black,black,red,4,8,Wednesday,big
Evening,malay,toddler,pink,purple,black,3,9,Friday,small
Early Morning,indian,baby,pink,purple,pink,6,7,Monday,big
Night,chinese,baby,purple,pink,grey,6,8,Sunday,small
Early Morning,chinese,young,grey,black,blue,5,8,Tuesday,small
Night,malay,baby,black,white,green,3,10,Friday,big
Morning,indian,no_kids,orange,brown,black,4,7,Thursday,small
Early Morning,malay,young,red,black,black,5,10,Tuesday,small
Evening,foreigner,toddler,pink,black,purple,5,7,Saturday,small
Night,malay,young,blue,black,blue,6,9,Saturday,small
Early Morning,indian,toddler,blue,brown,red,3,8,Sunday,small
Evening,chinese,toddler,white,pink,yellow,6,9,Thursday,big
Morning,malay,no_kids,green,black,green,3,10,Saturday,big
Early Morning,chinese,no_kids,black,grey,blue,6,9,Monday,small
Early Morning,indian,young,brown,pink,blue_jeans,5,7,Thursday,big
Late Night,malay,toddler,yellow,green,yellow,4,7,Thursday,big
Early Morning,malay,toddler,green,brown,blue,4,10,Saturday,small
Early Morning,malay,young,grey,black,purple,6,9,Friday,small
Afternoon,indian,young,purple,black,white,6,9,Thursday,small
Morning,indian,young,white,white,yellow,4,10,Sunday,small
Night,foreigner,young,brown,black,black,3,9,Sunday,big
Night,malay,young,white,black,brown,4,7,Monday,big
Afternoon,indian,baby,red,grey,red,4,8,Sunday,small
Early Morning,malay,baby,pink,grey,pink,4,10,Thursday,big
Early Morning,malay,no_kids,green,yellow,yellow,6,7,Sunday,big
Night,malay,no_kids,green,grey,black,5,10,Tuesday,small
Morning,foreigner,no_kids,blue,purple,blue,3,10,Friday,small
Night,malay,young,grey,black,black,6,8,Wednesday,big
Early Morning,chinese,toddler,green,yellow,blue,6,10,Monday,big
Afternoon,malay,toddler,white,white,white,3,8,Saturday,big
Late Night,chinese,toddler,orange,red,blue,5,9,Tuesday,small
Afternoon,malay,toddler,pink,red,green,6,8,Thursday,small
Night,malay,young,blue,white,brown,6,7,Sunday,big
Early Morning,malay,toddler,white,grey,blue_jeans,5,10,Friday,big
Morning,foreigner,young,yellow,black,blue,4,8,Tuesday,big
Night,foreigner,baby,pink,grey,blue,5,10,Thursday,big
Night,malay,no_kids,blue,black,red,4,8,Monday,big
Early Morning,chinese,toddler,white,orange,blue_jeans,3,10,Monday,big
Afternoon,indian,young,pink,black,black,6,9,Sunday,small
Afternoon,foreigner,toddler,pink,red,black,4,7,Thursday,small
Afternoon,foreigner,toddler,brown,red,brown,6,8,Saturday,big
Early Morning,malay,toddler,green,purple,brown,6,7,Thursday,big
Morning,malay,no_kids,purple,brown,blue,4,9,Saturday,small
Night,malay,toddler,yellow,green,white,6,7,Monday,small
Evening,chinese,young,pink,black,brown,5,9,Saturday,big
Early Morning,indian,no_kids,brown,black,black,4,10,Wednesday,big
Afternoon,indian,baby,green,black,brown,5,7,Thursday,small
Afternoon,indian,no_kids,white,black,yellow,4,9,Sunday,big
Morning,malay,toddler,red,white,orange,5,9,Thursday,big
Late Night,malay,toddler,white,purple,pink,4,8,Monday,big
Morning,indian,no_kids,blue,orange,red,5,7,Friday,big
Early Morning,foreigner,baby,orange,blue,yellow,3,7,Tuesday,small
Early Morning,malay,no_kids,white,pink,black,6,7,Thursday,small
Afternoon,foreigner,toddler,blue,green,black,5,9,Sunday,small
Late Night,foreigner,baby,green,white,black,5,9,Saturday,small
Afternoon,malay,toddler,black,black,blue,4,7,Monday,big
Afternoon,indian,baby,black,yellow,purple,5,8,Wednesday,small
Morning,chinese,young,green,green,pink,4,7,Sunday,small
Morning,foreigner,toddler,white,black,red,6,7,Friday,small
Evening,foreigner,no_kids,black,black,black,4,7,Monday,small
Early Morning,malay,no_kids,white,pink,pink,4,8,Thursday,big
Afternoon,foreigner,baby,orange,orange,black,5,10,Monday,small
Night,indian,young,red,red,black,4,10,Friday,big
Afternoon,foreigner,toddler,pink,black,orange,3,10,Sunday,big
Early Morning,indian,young,black,purple,black,6,7,Thursday,big
Night,chinese,baby,blue,black,black,3,9,Sunday,big
Evening,indian,baby,pink,yellow,black,5,8,Wednesday,small
Night,chinese,no_kids,brown,purple,black,5,9,Thursday,small
Night,indian,young,green,brown,purple,6,8,Friday,big
Late Night,malay,no_kids,black,black,blue,4,7,Friday,big
Late Night,indian,young,purple,orange,brown,4,7,Saturday,small
Evening,chinese,toddler,white,black,black,6,10,Tuesday,small
Morning,malay,baby,black,purple,orange,5,10,Friday,small
Late Night,malay,no_kids,black,black,grey,5,9,Wednesday,big
Night,foreigner,no_kids,grey,yellow,green,5,9,Monday,small
Early Morning,indian,no_kids,red,black,grey,5,9,Sunday,small
Morning,chinese,baby,red,yellow,blue,5,9,Friday,small
Late Night,chinese,toddler,pink,red,blue,3,7,Tuesday,big
Afternoon,malay,toddler,orange,black,blue,5,8,Saturday,small
Night,malay,toddler,brown,red,black,3,7,Friday,big
Early Morning,indian,toddler,purple,purple,purple,6,7,Saturday,big
Early Morning,chinese,toddler,yellow,orange,black,5,7,Saturday,small
Afternoon,foreigner,young,black,yellow,purple,6,10,Sunday,big
Afternoon,chinese,baby,brown,green,red,5,10,Thursday,big
Morning,indian,young,brown,black,brown,3,10,Saturday,small
Evening,indian,young,orange,grey,blue_jeans,6,8,Sunday,big
Night,foreigner,young,brown,black,blue,6,8,Sunday,small
Early Morning,foreigner,toddler,black,pink,yellow,4,10,Saturday,big
Morning,malay,toddler,orange,yellow,purple,4,8,Wednesday,small
Morning,foreigner,no_kids,blue,black,black,4,10,Monday,big
Evening,chinese,baby,yellow,black,green,4,10,Saturday,big
Afternoon,malay,toddler,purple,grey,yellow,4,8,Thursday,small
Early Morning,foreigner,baby,purple,yellow,orange,3,9,Sunday,big
Early Morning,chinese,baby,brown,brown,grey,6,7,Thursday,small
Afternoon,indian,baby,white,red,pink,5,10,Wednesday,small
Early Morning,malay,toddler,white,red,purple,6,9,Tuesday,small
Morning,indian,baby,blue,red,red,6,10,Saturday,small
Night,chinese,toddler,green,white,black,3,9,Friday,big
Afternoon,chinese,no_kids,pink,brown,red,3,9,Tuesday,big
Morning,indian,toddler,grey,purple,black,3,10,Thursday,small
Night,foreigner,toddler,purple,grey,yellow,6,10,Tuesday,big
Afternoon,chinese,baby,grey,grey,orange,6,7,Sunday,big
Early Morning,malay,toddler,white,pink,orange,6,9,Thursday,small
Evening,malay,toddler,white,green,blue,4,9,Monday,big
Early Morning,indian,young,purple,white,orange,3,10,Sunday,small
Late Night,chinese,baby,white,green,black,3,9,Wednesday,small
Late Night,malay,no_kids,green,black,black,6,9,Thursday,big
Evening,chinese,young,orange,black,orange,4,8,Thursday,big
Late Night,chinese,baby,grey,blue,purple,5,8,Sunday,big
Early Morning,malay,young,pink,black,brown,3,8,Wednesday,small
Morning,malay,baby,pink,orange,red,3,9,Thursday,big
Morning,malay,young,black,purple,pink,5,7,Friday,small
Morning,foreigner,young,red,grey,yellow,4,7,Friday,big
Early Morning,foreigner,no_kids,blue,purple,white,6,10,Sunday,big
Morning,indian,toddler,blue,purple,white,6,10,Saturday,small
Night,foreigner,no_kids,grey,red,blue,3,7,Wednesday,big
Early Morning,indian,young,white,pink,purple,6,9,Monday,big
Early Morning,indian,toddler,white,green,black,6,9,Tuesday,small
Evening,malay,no_kids,purple,pink,pink,4,7,Tuesday,big
Early Morning,malay,young,orange,orange,pink,4,9,Saturday,small
Late Night,foreigner,toddler,yellow,blue,blue,4,8,Tuesday,big
Afternoon,foreigner,no_kids,pink,black,blue,5,8,Friday,small
Morning,indian,baby,brown,black,black,6,7,Sunday,small
Evening,foreigner,baby,brown,orange,blue,4,8,Sunday,big
Early Morning,chinese,toddler,grey,pink,black,6,8,Friday,big
Night,indian,young,brown,purple,brown,3,10,Tuesday,small
Afternoon,indian,baby,yellow,black,pink,4,8,Saturday,small
Late Night,malay,no_kids,blue,black,brown,5,10,Thursday,big
Late Night,malay,toddler,yellow,purple,blue,4,7,Monday,big
Late Night,foreigner,baby,red,red,white,6,7,Thursday,small
Morning,malay,baby,purple,black,pink,5,7,Tuesday,big
Morning,malay,toddler,yellow,blue,blue,4,8,Thursday,small
Afternoon,malay,baby,orange,brown,blue,5,9,Wednesday,small
Night,foreigner,toddler,brown,blue,grey,5,9,Friday,small
Early Morning,malay,young,pink,black,brown,6,10,Tuesday,small
Early Morning,foreigner,no_kids,black,black,blue,4,7,Thursday,small
Evening,chinese,no_kids,yellow,black,orange,4,8,Thursday,small
Night,foreigner,no_kids,white,orange,blue,6,7,Saturday,big
Evening,malay,toddler,orange,red,pink,6,8,Tuesday,small
Early Morning,indian,young,grey,red,black,3,9,Sunday,big
Evening,malay,young,white,black,black,6,8,Friday,big
Late Night,chinese,young,orange,black,black,5,9,Monday,small
Morning,chinese,toddler,pink,black,black,5,7,Sunday,small
Afternoon,malay,young,orange,white,black,6,9,Wednesday,big
Morning,indian,no_kids,yellow,purple,white,3,8,Sunday,big
Late Night,foreigner,baby,pink,grey,blue,6,9,Friday,big
Afternoon,foreigner,no_kids,blue,pink,yellow,3,9,Monday,big
Night,malay,baby,blue,yellow,pink,3,8,Thursday,small
Late Night,malay,no_kids,red,brown,black,6,8,Saturday,big
Afternoon,chinese,toddler,black,purple,orange,4,7,Monday,small
Night,malay,toddler,white,red,white,3,9,Wednesday,big
Evening,indian,no_kids,red,white,green,5,10,Sunday,big
Evening,foreigner,young,green,black,black,6,7,Wednesday,small
Morning,malay,no_kids,white,white,blue,4,9,Saturday,small
Late Night,chinese,toddler,red,green,black,3,8,Monday,big
Evening,chinese,toddler,red,black,grey,4,7,Thursday,small
Afternoon,indian,toddler,white,black,purple,3,8,Tuesday,big
Afternoon,chinese,young,grey,green,blue_jeans,5,8,Thursday,big
Early Morning,indian,toddler,black,purple,blue_jeans,6,8,Tuesday,small
Evening,malay,toddler,purple,red,blue_jeans,3,9,Monday,small
Late Night,foreigner,toddler,green,orange,green,6,9,Sunday,big
Afternoon,chinese,toddler,purple,black,grey,3,7,Saturday,big
Late Night,malay,toddler,pink,yellow,purple,4,8,Wednesday,big
Early Morning,foreigner,baby,blue,orange,white,3,9,Monday,big
Afternoon,foreigner,toddler,red,black,black,4,8,Wednesday,small
Evening,malay,no_kids,green,black,grey,3,9,Wednesday,small
Night,malay,baby,brown,red,yellow,4,7,Sunday,big
Late Night,chinese,toddler,pink,red,blue,3,8,Monday,small
Early Morning,malay,toddler,white,brown,orange,3,7,Friday,small
Late Night,indian,no_kids,purple,purple,black,6,8,Monday,small
Night,malay,toddler,yellow,white,black,5,7,Saturday,small
Late Night,foreigner,young,yellow,white,blue,3,10,Thursday,small
Evening,indian,no_kids,purple,red,grey,3,9,Thursday,small
Night,malay,young,pink,brown,red,6,10,Saturday,big
Morning,indian,toddler,white,white,white,4,7,Saturday,big
Afternoon,chinese,toddler,blue,brown,green,5,10,Tuesday,big
Night,malay,young,green,blue,orange,3,9,Thursday,big
Late Night,foreigner,young,white,white,blue,5,10,Friday,big
Early Morning,foreigner,baby,grey,brown,blue,6,9,Sunday,small
Afternoon,foreigner,toddler,red,brown,blue_jeans,3,7,Saturday,small
Night,malay,young,white,orange,black,3,7,Friday,small
Morning,chinese,toddler,white,yellow,black,6,9,Tuesday,big
Evening,chinese,toddler,purple,blue,orange,3,7,Sunday,small
Night,indian,no_kids,blue,brown,grey,3,8,Thursday,small
Late Night,malay,no_kids,green,black,grey,4,10,Saturday,big
Late Night,indian,young,purple,green,black,5,9,Friday,big
Evening,malay,no_kids,green,black,purple,4,9,Thursday,small
Night,malay,toddler,red,black,yellow,3,8,Thursday,small
Evening,malay,young,pink,purple,red,5,7,Saturday,big
Morning,chinese,toddler,yellow,white,blue,3,7,Thursday,big
Early Morning,indian,young,white,pink,black,3,7,Wednesday,big
Evening,malay,toddler,black,red,yellow,3,9,Monday,big
Evening,malay,baby,green,blue,pink,4,9,Saturday,big
Morning,chinese,no_kids,red,pink,pink,4,8,Friday,big
Evening,foreigner,toddler,grey,black,red,4,10,Friday,big
Late Night,malay,young,white,green,red,6,10,Saturday,big
Late Night,malay,toddler,red,black,black,3,8,Friday,small
Morning,chinese,toddler,purple,red,white,5,7,Saturday,big
Late Night,foreigner,toddler,red,white,red,5,8,Monday,small
Afternoon,malay,toddler,green,black,green,6,9,Friday,big
Late Night,indian,no_kids,black,green,pink,6,8,Friday,small
Late Night,malay,young,grey,black,blue,4,9,Sunday,big
Morning,indian,young,white,purple,brown,5,7,Sunday,big
Early Morning,malay,young,purple,purple,black,4,8,Thursday,small
Night,foreigner,toddler,white,red,black,4,7,Tuesday,small
Morning,foreigner,no_kids,purple,black,grey,5,9,Friday,big
Evening,foreigner,young,pink,orange,blue,6,7,Thursday,big
Morning,indian,toddler,white,orange,brown,3,9,Monday,big
Morning,indian,toddler,white,white,black,4,10,Friday,small
Night,malay,baby,green,white,black,5,7,Monday,small
Early Morning,malay,no_kids,red,green,blue,6,9,Thursday,small
Early Morning,indian,no_kids,purple,white,orange,6,7,Saturday,big
Afternoon,foreigner,baby,brown,grey,blue,5,9,Monday,small
Early Morning,malay,toddler,red,pink,black,5,7,Wednesday,small
Afternoon,chinese,toddler,blue,brown,white,3,10,Friday,big
Late Night,malay,baby,white,black,yellow,6,8,Wednesday,small
Evening,malay,baby,yellow,blue,blue,3,7,Thursday,small
Late Night,indian,baby,purple,red,black,6,8,Sunday,small
Early Morning,malay,no_kids,grey,yellow,red,5,8,Saturday,small
Afternoon,malay,no_kids,white,black,black,3,7,Sunday,small
Evening,indian,baby,yellow,red,black,3,8,Saturday,big
Afternoon,foreigner,toddler,red,red,pink,4,9,Sunday,small
Morning,chinese,toddler,white,white,orange,4,10,Tuesday,small
Morning,foreigner,toddler,white,green,red,4,8,Sunday,big
Evening,malay,young,orange,purple,purple,4,10,Monday,big
Evening,malay,baby,pink,grey,brown,3,7,Saturday,small
Morning,indian,toddler,purple,red,blue_jeans,5,9,Thursday,big
Late Night,malay,young,grey,black,blue,5,8,Tuesday,small
Afternoon,indian,toddler,red,green,yellow,4,10,Thursday,small
Night,chinese,toddler,black,black,black,3,9,Friday,big
Afternoon,indian,young,purple,brown,red,4,9,Tuesday,big
Evening,chinese,young,purple,blue,blue_jeans,5,8,Tuesday,small
Evening,malay,toddler,pink,grey,blue,4,7,Friday,big
Evening,foreigner,toddler,white,black,grey,6,8,Thursday,big
Early Morning,malay,no_kids,yellow,pink,orange,4,9,Sunday,big
Evening,chinese,toddler,yellow,red,pink,3,9,Saturday,big
Late Night,indian,young,black,blue,blue,4,9,Monday,big
Late Night,foreigner,toddler,brown,pink,pink,5,10,Wednesday,big
Morning,chinese,no_kids,green,black,black,6,7,Thursday,big
Early Morning,chinese,toddler,white,grey,black,5,9,Monday,big
Night,malay,young,red,green,white,5,9,Wednesday,small
Night,malay,toddler,purple,white,blue_jeans,6,7,Tuesday,small
Afternoon,malay,toddler,purple,grey,blue,4,9,Saturday,small
Evening,malay,toddler,white,white,black,3,8,Thursday,big
Late Night,malay,baby,white,brown,purple,3,10,Thursday,small
Early Morning,malay,baby,white,black,blue,5,10,Wednesday,big
Evening,malay,baby,green,blue,pink,3,9,Monday,big
Evening,chinese,no_kids,brown,red,grey,6,9,Sunday,big
Morning,chinese,toddler,red,blue,red,6,8,Monday,big
Afternoon,chinese,baby,brown,yellow,black,3,10,Monday,small
Late Night,chinese,toddler,red,red,blue,3,10,Wednesday,small
Late Night,malay,toddler,yellow,black,black,5,7,Saturday,big
Evening,foreigner,young,orange,grey,orange,3,9,Monday,big
Late Night,chinese,toddler,black,purple,blue,6,8,Sunday,small
Late Night,chinese,toddler,grey,green,orange,5,8,Thursday,small
Night,foreigner,baby,purple,purple,red,5,8,Saturday,small
Night,malay,toddler,white,black,blue_jeans,6,9,Monday,small
Early Morning,chinese,no_kids,orange,blue,blue,3,7,Wednesday,small
Night,indian,young,brown,pink,pink,5,7,Saturday,big
Early Morning,indian,baby,purple,pink,pink,5,7,Friday,small
Night,malay,no_kids,white,black,pink,6,9,Sunday,big
Evening,chinese,baby,white,brown,blue,5,8,Thursday,small
Late Night,foreigner,baby,yellow,purple,blue_jeans,3,9,Sunday,small
Morning,malay,young,purple,orange,blue_jeans,3,9,Wednesday,big
Early Morning,foreigner,toddler,black,black,purple,3,7,Tuesday,small
Early Morning,indian,young,white,black,grey,4,8,Friday,small
Early Morning,indian,toddler,orange,black,pink,5,7,Monday,small
Late Night,chinese,toddler,grey,yellow,black,6,9,Friday,big
Late Night,malay,baby,purple,blue,black,6,7,Monday,big
Evening,chinese,baby,brown,yellow,green,5,7,Saturday,small
Afternoon,malay,toddler,brown,purple,blue,3,7,Sunday,big
Evening,foreigner,toddler,white,grey,white,4,9,Sunday,big
Morning,chinese,baby,white,grey,blue_jeans,5,7,Monday,big
Morning,chinese,no_kids,orange,brown,orange,6,7,Monday,big
Night,malay,young,brown,black,white,4,9,Saturday,big
Night,malay,young,white,brown,purple,6,8,Saturday,big
Morning,malay,young,black,yellow,brown,5,8,Wednesday,small
Early Morning,foreigner,toddler,white,blue,white,3,8,Sunday,big
Night,chinese,toddler,pink,red,black,6,10,Sunday,small
Evening,malay,baby,orange,black,black,3,7,Thursday,small
Morning,chinese,no_kids,white,purple,white,4,10,Thursday,big
Afternoon,malay,young,orange,black,blue,3,9,Monday,small
Evening,malay,baby,black,yellow,black,4,8,Thursday,small
Late Night,malay,no_kids,yellow,green,red,3,8,Friday,big
Early Morning,malay,no_kids,purple,black,black,4,7,Thursday,big
Morning,chinese,toddler,black,brown,brown,4,7,Wednesday,small
Afternoon,malay,toddler,yellow,white,blue,6,8,Tuesday,big
Early Morning,foreigner,toddler,yellow,brown,orange,4,8,Sunday,small
Early Morning,malay,toddler,orange,yellow,pink,6,9,Sunday,big
Night,malay,toddler,pink,black,white,5,8,Saturday,small
Early Morning,chinese,toddler,orange,brown,grey,5,8,Saturday,small
Late Night,chinese,toddler,blue,orange,pink,3,8,Tuesday,small
Evening,malay,no_kids,red,pink,blue,4,9,Tuesday,big
Afternoon,foreigner,toddler,blue,black,white,5,7,Saturday,small
Late Night,malay,toddler,red,green,brown,6,7,Sunday,big
Early Morning,foreigner,no_kids,orange,brown,green,3,9,Thursday,big
Late Night,foreigner,baby,blue,brown,yellow,5,7,Friday,big
Afternoon,foreigner,young,green,green,black,3,7,Saturday,small
Late Night,malay,young,green,white,blue_jeans,3,9,Tuesday,small
Night,foreigner,toddler,red,green,yellow,5,9,Tuesday,big
Early Morning,indian,toddler,white,brown,purple,5,8,Wednesday,small
Evening,indian,toddler,white,black,red,3,8,Wednesday,big
Night,malay,baby,black,white,grey,3,9,Tuesday,small
Evening,indian,baby,white,green,blue,5,7,Wednesday,big
Morning,indian,young,grey,yellow,black,5,10,Thursday,small
Early Morning,malay,toddler,grey,orange,black,6,7,Wednesday,small
Morning,malay,no_kids,green,black,purple,4,8,Sunday,big
Early Morning,malay,young,pink,yellow,orange,3,7,Thursday,big
Early Morning,foreigner,toddler,white,white,brown,3,10,Tuesday,big
Late Night,malay,toddler,white,black,brown,3,7,Sunday,big
Morning,chinese,young,purple,black,purple,4,8,Monday,big
Late Night,malay,baby,purple,brown,green,6,9,Monday,big
Night,malay,no_kids,purple,orange,blue,5,9,Friday,small
Early Morning,malay,young,white,green,blue,5,7,Sunday,big
Night,malay,young,red,purple,grey,3,9,Thursday,small
Morning,malay,toddler,brown,brown,blue,6,8,Friday,big
Evening,malay,no_kids,blue,red,blue,3,9,Monday,big
Morning,chinese,baby,orange,black,black,3,8,Wednesday,big
Afternoon,foreigner,baby,black,black,purple,5,9,Tuesday,small
Afternoon,malay,no_kids,red,grey,blue,3,10,Saturday,big
Late Night,foreigner,baby,white,black,yellow,3,8,Wednesday,big
Night,foreigner,toddler,red,brown,black,6,7,Saturday,big
Afternoon,indian,toddler,green,grey,pink,6,8,Monday,small
Evening,chinese,toddler,white,blue,yellow,3,7,Thursday,big
Night,chinese,young,white,green,green,5,10,Monday,big
Early Morning,malay,young,white,green,orange,5,8,Sunday,big
Morning,indian,no_kids,pink,orange,grey,4,7,Saturday,small
Night,indian,toddler,white,black,white,5,8,Friday,small
Early Morning,chinese,young,pink,yellow,black,3,9,Monday,small
Evening,malay,toddler,blue,orange,black,3,10,Sunday,small
Early Morning,indian,young,purple,black,black,5,10,Wednesday,small
Evening,foreigner,young,red,white,blue_jeans,3,8,Monday,small
Afternoon,malay,young,white,black,black,4,9,Friday,small
Evening,chinese,toddler,pink,black,brown,3,7,Thursday,small
Night,malay,no_kids,green,orange,pink,4,10,Friday,big
Morning,malay,no_kids,yellow,white,black,3,8,Wednesday,small
Night,malay,baby,brown,orange,pink,6,10,Wednesday,small
Late Night,indian,no_kids,white,brown,grey,4,7,Friday,small
Early Morning,foreigner,toddler,orange,purple,black,3,10,Tuesday,small
Afternoon,chinese,young,white,grey,black,6,8,Wednesday,small
Evening,malay,toddler,red,blue,green,6,9,Sunday,big
Early Morning,chinese,baby,orange,black,blue,4,9,Friday,big
Afternoon,foreigner,toddler,red,purple,blue,4,7,Sunday,big
Morning,indian,young,white,green,grey,5,9,Monday,small
Evening,chinese,toddler,white,grey,orange,3,9,Monday,big
Early Morning,malay,toddler,green,green,blue,6,8,Friday,big
Evening,foreigner,baby,black,green,white,6,8,Wednesday,big
Early Morning,chinese,young,pink,black,blue_jeans,5,9,Thursday,big
Early Morning,foreigner,baby,orange,black,black,5,7,Wednesday,small
Afternoon,foreigner,toddler,orange,yellow,blue_jeans,4,10,Saturday,small
Morning,foreigner,toddler,yellow,green,purple,6,8,Tuesday,big
Morning,foreigner,no_kids,white,black,black,4,8,Tuesday,big
Evening,indian,toddler,white,black,black,5,8,Thursday,big
Late Night,foreigner,toddler,red,red,white,4,7,Friday,big
Evening,malay,toddler,green,grey,blue,4,8,Sunday,small
Morning,foreigner,young,white,yellow,blue,5,8,Friday,big
Morning,indian,no_kids,white,green,orange,4,8,Monday,small
Early Morning,malay,toddler,yellow,green,grey,4,9,Monday,big
Evening,foreigner,no_kids,pink,red,orange,6,9,Sunday,small
Early Morning,foreigner,toddler,brown,blue,black,6,7,Wednesday,big
Late Night,chinese,baby,grey,black,pink,5,9,Monday,big
Afternoon,malay,toddler,yellow,grey,blue,5,8,Thursday,big
Night,chinese,no_kids,brown,blue,blue,4,10,Monday,small
Night,foreigner,young,purple,pink,brown,3,7,Thursday,small
Afternoon,malay,toddler,purple,pink,brown,3,8,Saturday,small
Morning,foreigner,toddler,purple,black,blue,3,8,Friday,big
Afternoon,indian,baby,orange,red,blue,4,7,Sunday,big
Evening,malay,no_kids,brown,black,orange,5,7,Saturday,small
Afternoon,foreigner,toddler,brown,brown,blue,6,7,Sunday,small
Early Morning,chinese,toddler,white,yellow,blue_jeans,4,7,Monday,big
Early Morning,malay,young,brown,red,orange,4,9,Thursday,big
Afternoon,malay,no_kids,black,pink,blue_jeans,4,9,Sunday,big
Morning,malay,young,white,green,black,5,7,Monday,big
Late Night,indian,toddler,black,orange,black,3,9,Sunday,big
Afternoon,malay,no_kids,pink,green,grey,6,7,Sunday,small
Late Night,foreigner,no_kids,orange,brown,brown,4,8,Friday,small
Early Morning,chinese,baby,white,black,blue,3,9,Thursday,big
Morning,malay,no_kids,blue,green,brown,4,7,Wednesday,big
Afternoon,indian,toddler,black,purple,blue,4,8,Tuesday,small
